customerid,churn_probability,actual_churn,tenure,contract,internetservice,monthlycharges,paymentmethod,risk_tier,intervention
7321-PKUYW,0.8043301237565,1,11,Month-to-month,Fiber optic,90.15,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
1513-XNPPH,0.8043022408687892,1,12,Month-to-month,Fiber optic,89.4,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4572-DVCGN,0.8040308903986096,1,10,Month-to-month,Fiber optic,80.25,Bank transfer (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
9506-UXUSK,0.8039472489917605,0,13,Month-to-month,Fiber optic,70.15,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
2905-KFQUV,0.8037276828648348,0,2,Month-to-month,Fiber optic,70.4,Credit card (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
8008-HAWED,0.8036306175915108,1,14,Month-to-month,DSL,50.75,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
7137-RYLPP,0.8035070783881776,1,37,Month-to-month,Fiber optic,85.7,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
5959-BELXA,0.8035000361204819,1,32,Month-to-month,Fiber optic,96.15,Credit card (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
6900-PXRMS,0.8034983883730753,1,26,Month-to-month,Fiber optic,105.75,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
3640-PHQXK,0.8032144057712441,1,31,Month-to-month,Fiber optic,89.9,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9050-QLROH,0.803168860549163,1,18,Month-to-month,Fiber optic,90.7,Credit card (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
9840-EFJQB,0.8031685174651148,0,1,Month-to-month,Fiber optic,74.35,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9773-PEQBZ,0.80288133129151,0,10,Month-to-month,Fiber optic,79.85,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
5899-MQZZL,0.8028541550441755,1,13,Month-to-month,Fiber optic,75.0,Mailed check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4998-IKFSE,0.8027220107454527,0,30,Month-to-month,Fiber optic,100.45,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
0506-LVNGN,0.802657082949902,1,5,Month-to-month,Fiber optic,75.55,Credit card (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
3703-KBKZP,0.8025549365745057,0,16,Month-to-month,Fiber optic,74.45,Bank transfer (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
8784-CGILN,0.8023143460757823,1,18,Month-to-month,Fiber optic,99.85,Bank transfer (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
2397-BRLOM,0.8022118345672586,1,8,Month-to-month,Fiber optic,80.45,Credit card (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
8676-TRMJS,0.8020273320619965,1,3,Month-to-month,Fiber optic,75.0,Mailed check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4433-JCGCG,0.8014840716445693,1,46,Month-to-month,Fiber optic,101.0,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
1236-WFCDV,0.8013761163111246,1,14,Month-to-month,Fiber optic,90.45,Credit card (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
0772-GYEQQ,0.8012957620535869,1,3,Month-to-month,Fiber optic,88.35,Mailed check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
1428-GTBJJ,0.8012644325079904,1,11,Month-to-month,Fiber optic,74.55,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
3588-WSTTJ,0.8012335981726351,0,35,Month-to-month,Fiber optic,99.05,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
2969-QWUBZ,0.8011176088876893,0,2,Month-to-month,DSL,51.4,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
0637-YLETY,0.8011058672491227,1,16,Month-to-month,Fiber optic,95.6,Credit card (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
7089-IVVAZ,0.8010854517815035,1,8,Month-to-month,Fiber optic,103.35,Bank transfer (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
0378-TOVMS,0.8009023325783183,1,3,Month-to-month,Fiber optic,85.8,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
6088-BXMRG,0.8007938004045634,0,32,Month-to-month,Fiber optic,98.85,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
5649-ANRML,0.800722683388094,1,2,Month-to-month,Fiber optic,95.1,Credit card (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
8104-OSKWT,0.8006360918108408,0,12,Month-to-month,Fiber optic,79.8,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
8637-XJIVR,0.8004945105775518,1,12,Month-to-month,Fiber optic,78.95,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
2325-NBPZG,0.800277281121766,0,3,Month-to-month,Fiber optic,74.55,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
7595-EUIVN,0.8002767368217804,1,1,Month-to-month,Fiber optic,75.8,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
0330-IVZHA,0.8000511717612007,1,5,Month-to-month,Fiber optic,69.95,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9866-QEVEE,0.7999350542553985,1,19,Month-to-month,Fiber optic,86.0,Bank transfer (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
4763-PGDPO,0.7994778926997409,1,4,Month-to-month,Fiber optic,70.4,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
3858-VOBET,0.7993193358771519,1,23,Month-to-month,Fiber optic,74.95,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
8634-MPHTR,0.7993058466888049,1,47,Month-to-month,Fiber optic,100.05,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
1894-IGFSG,0.7991906033645919,1,22,Month-to-month,Fiber optic,89.25,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
0928-JMXNP,0.7990245489468748,0,4,Month-to-month,DSL,29.9,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
8436-BJUMM,0.7987732098436391,1,26,Month-to-month,Fiber optic,83.75,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
0812-WUPTB,0.7985682347962846,1,1,Month-to-month,Fiber optic,70.85,Mailed check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
7426-RHZGU,0.7984693770333532,0,9,Month-to-month,Fiber optic,95.9,Bank transfer (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
9600-UDOPK,0.7984522092188564,1,30,Month-to-month,Fiber optic,94.05,Credit card (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
3336-JORSO,0.7983439365787548,1,33,Month-to-month,Fiber optic,110.45,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
7270-BDIOA,0.7982482640046804,1,22,Month-to-month,Fiber optic,90.0,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
2528-HFYZX,0.7981749874882038,1,17,Month-to-month,Fiber optic,76.45,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
3398-ZOUAA,0.7980110313948766,1,21,Month-to-month,Fiber optic,69.1,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
6175-IRFIT,0.7977737464459735,0,5,Month-to-month,Fiber optic,78.75,Mailed check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
3550-SAHFP,0.797760877527265,1,33,Month-to-month,Fiber optic,83.35,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
6086-ESGRL,0.7974474120961792,1,1,Month-to-month,Fiber optic,80.15,Credit card (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
2249-YPRNG,0.7972305823956083,1,20,Month-to-month,Fiber optic,105.85,Bank transfer (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
2080-GKCWQ,0.7972097827905247,0,2,Month-to-month,Fiber optic,74.95,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4290-BSXUX,0.7971783058805293,1,3,Month-to-month,Fiber optic,79.65,Bank transfer (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
8949-JTMAY,0.7969898571586358,1,29,Month-to-month,Fiber optic,98.6,Credit card (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
7890-VYYWG,0.7969183063912442,1,3,Month-to-month,DSL,36.45,Mailed check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9514-JDSKI,0.7965852170925406,1,1,Month-to-month,DSL,40.2,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
6923-JHPMP,0.7964864526552231,0,2,Month-to-month,Fiber optic,80.45,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
7703-ZEKEF,0.7964771550765395,1,23,Month-to-month,Fiber optic,81.0,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4450-DLLMH,0.7960547842529081,0,2,Month-to-month,Fiber optic,71.3,Credit card (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
7952-OBOYL,0.7956867461898793,0,3,Month-to-month,Fiber optic,89.85,Mailed check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4137-BTIKL,0.7956704119534138,0,2,Month-to-month,Fiber optic,90.75,Mailed check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
5832-XKAES,0.7955652787506925,1,2,Month-to-month,Fiber optic,69.8,Credit card (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
2187-PKZAY,0.7953856807075477,0,12,Month-to-month,Fiber optic,79.95,Bank transfer (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
9172-JITSM,0.7953496432296823,1,26,Month-to-month,Fiber optic,90.8,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9576-ANLXO,0.7952940608089674,1,3,Month-to-month,Fiber optic,69.55,Bank transfer (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
7072-MBHEV,0.7952827643224957,0,11,Month-to-month,Fiber optic,78.1,Credit card (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
0378-NHQXU,0.7952097615130792,1,17,Month-to-month,Fiber optic,88.25,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9801-GDWGV,0.7950988418224267,1,39,Month-to-month,Fiber optic,103.45,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
6101-IMRMM,0.7950918083465691,1,6,Month-to-month,Fiber optic,94.5,Mailed check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
0650-BWOZN,0.794854363180388,0,18,Month-to-month,Fiber optic,73.55,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
0620-DLSLK,0.7948295209179008,0,13,Month-to-month,Fiber optic,81.9,Mailed check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4659-NZRUF,0.794784444764492,1,19,Month-to-month,Fiber optic,95.15,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
0886-QGENL,0.7946516103360635,1,27,Month-to-month,Fiber optic,101.25,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4480-QQRHC,0.7945527045395819,0,8,Month-to-month,Fiber optic,74.05,Bank transfer (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
1077-HUUJM,0.7943694374943439,0,7,Month-to-month,Fiber optic,71.05,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9093-FPDLG,0.7942517191614373,0,11,Month-to-month,Fiber optic,94.2,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9560-ARGQJ,0.7942430758610202,1,16,Month-to-month,Fiber optic,81.0,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
0411-EZJZE,0.7941713090105187,0,3,Month-to-month,DSL,60.25,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9565-DJPIB,0.7939289083153875,1,4,Month-to-month,Fiber optic,89.6,Mailed check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
1932-UEDCX,0.7938230759645079,0,33,Month-to-month,Fiber optic,100.6,Bank transfer (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
8617-ENBDS,0.7933252697191027,0,3,Month-to-month,Fiber optic,73.6,Credit card (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
0749-IRGQE,0.7931912162190325,0,13,Month-to-month,DSL,45.3,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
6402-ZFPPI,0.7931390973367146,1,25,Month-to-month,Fiber optic,102.8,Mailed check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
3744-ZRRDZ,0.793136398823246,1,21,Month-to-month,Fiber optic,82.35,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
7571-YXDAD,0.7930474587073515,1,2,Month-to-month,Fiber optic,74.9,Credit card (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
4289-DTDKW,0.7929394084946627,1,40,Month-to-month,Fiber optic,101.3,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
7295-JOMMD,0.7929242106947636,1,4,Month-to-month,Fiber optic,98.1,Bank transfer (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
5842-POCOP,0.7929180586338174,1,5,Month-to-month,Fiber optic,88.9,Mailed check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
2079-FBMZK,0.7928762846245719,1,6,Month-to-month,Fiber optic,69.25,Mailed check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
4183-MYFRB,0.792775680181652,0,21,Month-to-month,Fiber optic,90.05,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
9796-BPKIW,0.7923526587300938,0,8,Month-to-month,Fiber optic,69.95,Credit card (automatic),High Risk,Personal phone outreach — contract upgrade + autopay incentive
2424-WVHPL,0.7923355243118223,0,1,Month-to-month,Fiber optic,74.7,Electronic check,High Risk,Personal phone outreach — contract upgrade + autopay incentive
